id,group_id,hop_index,n_hops,hop,label,question,answer,source,supporting_title,supporting_sent_id,is_injected_error,split
5ab439695542991751b4d6fa-clean,5ab439695542991751b4d6fa,4,4,"The film was written and directed by Gerard Damiano, who was listed in the credits as ""Jerry Gerard""; produced by Louis Peraino, credited as ""Lou Perry""; and starring Linda Lovelace, the pseudonym given to Linda Susan Boreman.",0,Which movie written and directed by Gerard Damiano marked the transition of Fairvilla from a general theater to an adult retail store?,Deep Throat,hotpotqa,Deep Throat (film),1,False,train
5ab439695542991751b4d6fa-error,5ab439695542991751b4d6fa,1,4,"Fairvilla is a chain of adult retail stores based in Orlando, Florida.",0,Which movie written and directed by Gerard Damiano marked the transition of Fairvilla from a general theater to an adult retail store?,Deep Throat,hotpotqa,Fairvilla,0,False,train
5ab439695542991751b4d6fa-error,5ab439695542991751b4d6fa,2,4,"Initially, it opened as a general theater, but, following the release of ""The Devil in Miss Jones"" in 1972, it began showing adult soft-core features.",1,Which movie written and directed by Gerard Damiano marked the transition of Fairvilla from a general theater to an adult retail store?,Deep Throat,hotpotqa,Fairvilla,3,True,train
5ab439695542991751b4d6fa-error,5ab439695542991751b4d6fa,3,4,Deep Throat is a 1972 American pornographic film that was at the forefront of the Golden Age of Porn.,0,Which movie written and directed by Gerard Damiano marked the transition of Fairvilla from a general theater to an adult retail store?,Deep Throat,hotpotqa,Deep Throat (film),0,False,train
5ab439695542991751b4d6fa-error,5ab439695542991751b4d6fa,4,4,"The film was written and directed by Gerard Damiano, who was listed in the credits as ""Jerry Gerard""; produced by Louis Peraino, credited as ""Lou Perry""; and starring Linda Lovelace, the pseudonym given to Linda Susan Boreman.",0,Which movie written and directed by Gerard Damiano marked the transition of Fairvilla from a general theater to an adult retail store?,Deep Throat,hotpotqa,Deep Throat (film),1,False,train
5a7a1ceb5542996c55b2dd13-clean,5a7a1ceb5542996c55b2dd13,1,3,"James Todd Spader (born February 7, 1960) is an American actor.",0,"A 1996 British–Canadian psychological thriller film written and directed by David Cronenberg stars an actor who was also cast in the film ""Stargate"" in what year?",1994,hotpotqa,James Spader,0,False,test
5a7a1ceb5542996c55b2dd13-clean,5a7a1ceb5542996c55b2dd13,2,3,"He is best known for portraying eccentric characters in films such as the drama ""Sex, Lies, and Videotape"" (1989), the action science fiction film ""Stargate"" (1994), the controversial psychological thriller ""Crash"" (1996), the erotic romance ""Secretary"" (2002), and the superhero film """" (2015).",0,"A 1996 British–Canadian psychological thriller film written and directed by David Cronenberg stars an actor who was also cast in the film ""Stargate"" in what year?",1994,hotpotqa,James Spader,1,False,test
5a7a1ceb5542996c55b2dd13-clean,5a7a1ceb5542996c55b2dd13,3,3,Crash is a 1996 British–Canadian psychological thriller film written and directed by David Cronenberg based on J. G. Ballard's 1973 novel of the same name.,0,"A 1996 British–Canadian psychological thriller film written and directed by David Cronenberg stars an actor who was also cast in the film ""Stargate"" in what year?",1994,hotpotqa,Crash (1996 film),0,False,test
5a7a1ceb5542996c55b2dd13-error,5a7a1ceb5542996c55b2dd13,1,3,"James Todd Spader (born February 7, 1960) is an American actor.",0,"A 1996 British–Canadian psychological thriller film written and directed by David Cronenberg stars an actor who was also cast in the film ""Stargate"" in what year?",1994,hotpotqa,James Spader,0,False,test
5a7a1ceb5542996c55b2dd13-error,5a7a1ceb5542996c55b2dd13,2,3,"He is best known for portraying eccentric characters in films such as the drama ""Sex, Lies, and Videotape"" (1989), the action science fiction film ""Stargate"" (1994), the controversial psychological thriller ""Bunker 6"" (1996), the erotic romance ""Secretary"" (2002), and the superhero film """" (2015).",1,"A 1996 British–Canadian psychological thriller film written and directed by David Cronenberg stars an actor who was also cast in the film ""Stargate"" in what year?",1994,hotpotqa,James Spader,1,True,test
5a7a1ceb5542996c55b2dd13-error,5a7a1ceb5542996c55b2dd13,3,3,Crash is a 1996 British–Canadian psychological thriller film written and directed by David Cronenberg based on J. G. Ballard's 1973 novel of the same name.,0,"A 1996 British–Canadian psychological thriller film written and directed by David Cronenberg stars an actor who was also cast in the film ""Stargate"" in what year?",1994,hotpotqa,Crash (1996 film),0,False,test
5a7e465255429934daa2fbfa-clean,5a7e465255429934daa2fbfa,1,3,Captain Carrot is a funny animal superhero published by DC Comics.,0,"After working for DC Comics, Roy Thomas then became editor-in-chief at which comic book company?",Marvel Comics,hotpotqa,Captain Carrot,0,False,train
5a7e465255429934daa2fbfa-clean,5a7e465255429934daa2fbfa,2,3,He was created by Roy Thomas and Scott Shaw.,0,"After working for DC Comics, Roy Thomas then became editor-in-chief at which comic book company?",Marvel Comics,hotpotqa,Captain Carrot,2,False,train
5a7e465255429934daa2fbfa-clean,5a7e465255429934daa2fbfa,3,3,"Roy William Thomas, Jr. (born November 22, 1940) is an American comic book writer and editor, who was Stan Lee's first successor as editor-in-chief of Marvel Comics.",0,"After working for DC Comics, Roy Thomas then became editor-in-chief at which comic book company?",Marvel Comics,hotpotqa,Roy Thomas,0,False,train
5a7e465255429934daa2fbfa-error,5a7e465255429934daa2fbfa,1,3,Captain Carrot is a funny animal superhero published by DC Comics.,0,"After working for DC Comics, Roy Thomas then became editor-in-chief at which comic book company?",Marvel Comics,hotpotqa,Captain Carrot,0,False,train
5a7e465255429934daa2fbfa-error,5a7e465255429934daa2fbfa,2,3,He was created by Malcolm Wheeler-Nicholson and Scott Shaw.,1,"After working for DC Comics, Roy Thomas then became editor-in-chief at which comic book company?",Marvel Comics,hotpotqa,Captain Carrot,2,True,train
5a7e465255429934daa2fbfa-error,5a7e465255429934daa2fbfa,3,3,"Roy William Thomas, Jr. (born November 22, 1940) is an American comic book writer and editor, who was Stan Lee's first successor as editor-in-chief of Marvel Comics.",0,"After working for DC Comics, Roy Thomas then became editor-in-chief at which comic book company?",Marvel Comics,hotpotqa,Roy Thomas,0,False,train
5ae209745542994d89d5b31e-clean,5ae209745542994d89d5b31e,1,2,Wendy Fitzwilliam of Trinidad & Tobago was crowned by Brook Lee of the United States at the end of the event.,0,Wendy Fitzwilliam was crowned Miss Universe 1998 by what former Miss Hawaii USA?,Brook Lee,hotpotqa,Miss Universe 1998,1,False,train
5ae209745542994d89d5b31e-clean,5ae209745542994d89d5b31e,2,2,"Brook Antoinette Mahealani Lee (born January 8, 1971 in Pearl City, Hawaii), known as Brook Lee, is an American actress, TV Host, model and beauty queen who was crowned Miss Hawaii USA 1997, Miss USA 1997, and Miss Universe 1997.",0,Wendy Fitzwilliam was crowned Miss Universe 1998 by what former Miss Hawaii USA?,Brook Lee,hotpotqa,Brook Lee,0,False,train
5ae209745542994d89d5b31e-error,5ae209745542994d89d5b31e,1,2,Wendy Fitzwilliam of Trinidad & Tobago was crowned by Renate Cerljen of the United States at the end of the event.,1,Wendy Fitzwilliam was crowned Miss Universe 1998 by what former Miss Hawaii USA?,Brook Lee,hotpotqa,Miss Universe 1998,1,True,train
5ae209745542994d89d5b31e-error,5ae209745542994d89d5b31e,2,2,"Brook Antoinette Mahealani Lee (born January 8, 1971 in Pearl City, Hawaii), known as Brook Lee, is an American actress, TV Host, model and beauty queen who was crowned Miss Hawaii USA 1997, Miss USA 1997, and Miss Universe 1997.",0,Wendy Fitzwilliam was crowned Miss Universe 1998 by what former Miss Hawaii USA?,Brook Lee,hotpotqa,Brook Lee,0,False,train
5ab6a422554299710c8d1f12-clean,5ab6a422554299710c8d1f12,1,2,"Fabrice-Jean ""Fafà"" Picault (born February 23, 1991) is an American soccer player who plays for Philadelphia Union in Major League Soccer.",0,"Where was the soccer team Fabrice-Jean ""Fafa"" Picault played for based out of?","Chester, Pennsylvania",hotpotqa,Fafà Picault,0,False,validation
5ab6a422554299710c8d1f12-clean,5ab6a422554299710c8d1f12,2,2,"The Philadelphia Union is an American professional soccer team based in Chester, Pennsylvania.",0,"Where was the soccer team Fabrice-Jean ""Fafa"" Picault played for based out of?","Chester, Pennsylvania",hotpotqa,Philadelphia Union,0,False,validation
5ab6a422554299710c8d1f12-error,5ab6a422554299710c8d1f12,1,2,"Fabrice-Jean ""Fafà"" Picault (born February 23, 1994) is an American soccer player who plays for Philadelphia Union in Major League Soccer.",1,"Where was the soccer team Fabrice-Jean ""Fafa"" Picault played for based out of?","Chester, Pennsylvania",hotpotqa,Fafà Picault,0,True,validation
5ab6a422554299710c8d1f12-error,5ab6a422554299710c8d1f12,2,2,"The Philadelphia Union is an American professional soccer team based in Chester, Pennsylvania.",0,"Where was the soccer team Fabrice-Jean ""Fafa"" Picault played for based out of?","Chester, Pennsylvania",hotpotqa,Philadelphia Union,0,False,validation
5ae4c2835542995dadf243ec-clean,5ae4c2835542995dadf243ec,1,2,"Emily Woof (born 1967) is an English actress and author, best known for film and TV roles including Nancy in ""Oliver Twist (1999 miniseries)"", ""The Full Monty"", ""The Woodlanders"", ""Velvet Goldmine"", ""Wondrous Oblivion"", ""Silent Cry"" and ""The League of Gentlemen's Apocalypse"".",0,Emily Woof has acted in which feature film spun off from a British TV comedy series?,The League of Gentlemen's Apocalypse,hotpotqa,Emily Woof,0,False,test
5ae4c2835542995dadf243ec-clean,5ae4c2835542995dadf243ec,2,2,"The League of Gentlemen's Apocalypse is a feature film spin-off of the British television comedy series ""The League of Gentlemen"".",0,Emily Woof has acted in which feature film spun off from a British TV comedy series?,The League of Gentlemen's Apocalypse,hotpotqa,The League of Gentlemen's Apocalypse,0,False,test
5ae4c2835542995dadf243ec-error,5ae4c2835542995dadf243ec,1,2,"Emily Woof (born 1969) is an English actress and author, best known for film and TV roles including Nancy in ""Oliver Twist (1999 miniseries)"", ""The Full Monty"", ""The Woodlanders"", ""Velvet Goldmine"", ""Wondrous Oblivion"", ""Silent Cry"" and ""The League of Gentlemen's Apocalypse"".",1,Emily Woof has acted in which feature film spun off from a British TV comedy series?,The League of Gentlemen's Apocalypse,hotpotqa,Emily Woof,0,True,test
5ae4c2835542995dadf243ec-error,5ae4c2835542995dadf243ec,2,2,"The League of Gentlemen's Apocalypse is a feature film spin-off of the British television comedy series ""The League of Gentlemen"".",0,Emily Woof has acted in which feature film spun off from a British TV comedy series?,The League of Gentlemen's Apocalypse,hotpotqa,The League of Gentlemen's Apocalypse,0,False,test
5abce1665542993a06baf991-clean,5abce1665542993a06baf991,1,2,"""TSOP (The Sound of Philadelphia)"" is a 1974 hit recording by MFSB (Mother, Father, Sister, Brother) featuring vocals by The Three Degrees.",0,"When were the group, that provided vocals for 1974 hit TSOP, originally formed ?",1963,hotpotqa,TSOP (The Sound of Philadelphia),0,False,train
5abce1665542993a06baf991-clean,5abce1665542993a06baf991,2,2,"The Three Degrees are an American female vocal group, who were originally formed in 1963 in Philadelphia, Pennsylvania.",0,"When were the group, that provided vocals for 1974 hit TSOP, originally formed ?",1963,hotpotqa,The Three Degrees,0,False,train
5abce1665542993a06baf991-error,5abce1665542993a06baf991,1,2,"""TSOP (The Sound of Philadelphia)"" is a 1974 hit recording by MFSB (Mother, Father, Sister, Brother) featuring vocals by The Three Degrees.",0,"When were the group, that provided vocals for 1974 hit TSOP, originally formed ?",1963,hotpotqa,TSOP (The Sound of Philadelphia),0,False,train
5abce1665542993a06baf991-error,5abce1665542993a06baf991,2,2,"The Three Degrees are an American female vocal group, who were originally formed in 1965 in Philadelphia, Pennsylvania.",1,"When were the group, that provided vocals for 1974 hit TSOP, originally formed ?",1963,hotpotqa,The Three Degrees,0,True,train
5a8165f75542995ce29dcbf8-clean,5a8165f75542995ce29dcbf8,1,4,Franklin & Bash is an American comedy-drama television series created by Kevin Falls and Bill Chais.,0,"Who created the TV drama in which the actor who plays as Zack Morris in Saved by the Bell, stars as an unconventional lawyer?",Kevin Falls and Bill Chais,hotpotqa,Franklin &amp; Bash,0,False,train
5a8165f75542995ce29dcbf8-clean,5a8165f75542995ce29dcbf8,2,4,The series starred Breckin Meyer and Mark-Paul Gosselaar as unconventional lawyers and longtime friends.,0,"Who created the TV drama in which the actor who plays as Zack Morris in Saved by the Bell, stars as an unconventional lawyer?",Kevin Falls and Bill Chais,hotpotqa,Franklin &amp; Bash,1,False,train
5a8165f75542995ce29dcbf8-clean,5a8165f75542995ce29dcbf8,3,4,"Mark-Paul Harry Gosselaar ( ; born March 1, 1974) is an American actor.",0,"Who created the TV drama in which the actor who plays as Zack Morris in Saved by the Bell, stars as an unconventional lawyer?",Kevin Falls and Bill Chais,hotpotqa,Mark-Paul Gosselaar,0,False,train
5a8165f75542995ce29dcbf8-clean,5a8165f75542995ce29dcbf8,4,4,"He is known for his television roles as Zack Morris in ""Saved by the Bell"", Detective John Clark in ""NYPD Blue"", and Peter Bash in ""Franklin & Bash"".",0,"Who created the TV drama in which the actor who plays as Zack Morris in Saved by the Bell, stars as an unconventional lawyer?",Kevin Falls and Bill Chais,hotpotqa,Mark-Paul Gosselaar,1,False,train
5a8165f75542995ce29dcbf8-error,5a8165f75542995ce29dcbf8,1,4,Franklin & Bash is an American comedy-drama television series created by Kevin Falls and Bill Chais.,0,"Who created the TV drama in which the actor who plays as Zack Morris in Saved by the Bell, stars as an unconventional lawyer?",Kevin Falls and Bill Chais,hotpotqa,Franklin &amp; Bash,0,False,train
5a8165f75542995ce29dcbf8-error,5a8165f75542995ce29dcbf8,2,4,The series starred Breckin Meyer and Richard Armitage as unconventional lawyers and longtime friends.,1,"Who created the TV drama in which the actor who plays as Zack Morris in Saved by the Bell, stars as an unconventional lawyer?",Kevin Falls and Bill Chais,hotpotqa,Franklin &amp; Bash,1,True,train
5a8165f75542995ce29dcbf8-error,5a8165f75542995ce29dcbf8,3,4,"Mark-Paul Harry Gosselaar ( ; born March 1, 1974) is an American actor.",0,"Who created the TV drama in which the actor who plays as Zack Morris in Saved by the Bell, stars as an unconventional lawyer?",Kevin Falls and Bill Chais,hotpotqa,Mark-Paul Gosselaar,0,False,train
5a8165f75542995ce29dcbf8-error,5a8165f75542995ce29dcbf8,4,4,"He is known for his television roles as Zack Morris in ""Saved by the Bell"", Detective John Clark in ""NYPD Blue"", and Peter Bash in ""Franklin & Bash"".",0,"Who created the TV drama in which the actor who plays as Zack Morris in Saved by the Bell, stars as an unconventional lawyer?",Kevin Falls and Bill Chais,hotpotqa,Mark-Paul Gosselaar,1,False,train
5ae2e0a755429928c4239522-clean,5ae2e0a755429928c4239522,1,2,He is best known for robbing Gabe Kapler of a home run to preserve Mark Buehrle's perfect game in 2009.,0,When was the  former Major League Baseball outfielder which DeWayne Wise robbed of a home run to preserve Mark Buehrle's perfect game in 2009 born? ,"July 31, 1975",hotpotqa,DeWayne Wise,3,False,train
5ae2e0a755429928c4239522-clean,5ae2e0a755429928c4239522,2,2,"Gabriel Stefan ""Gabe"" Kapler (born July 31, 1975) is a former Major League Baseball outfielder.",0,When was the  former Major League Baseball outfielder which DeWayne Wise robbed of a home run to preserve Mark Buehrle's perfect game in 2009 born? ,"July 31, 1975",hotpotqa,Gabe Kapler,0,False,train
5ae2e0a755429928c4239522-error,5ae2e0a755429928c4239522,1,2,He is best known for robbing Jim Barr of a home run to preserve Mark Buehrle's perfect game in 2009.,1,When was the  former Major League Baseball outfielder which DeWayne Wise robbed of a home run to preserve Mark Buehrle's perfect game in 2009 born? ,"July 31, 1975",hotpotqa,DeWayne Wise,3,True,train
5ae2e0a755429928c4239522-error,5ae2e0a755429928c4239522,2,2,"Gabriel Stefan ""Gabe"" Kapler (born July 31, 1975) is a former Major League Baseball outfielder.",0,When was the  former Major League Baseball outfielder which DeWayne Wise robbed of a home run to preserve Mark Buehrle's perfect game in 2009 born? ,"July 31, 1975",hotpotqa,Gabe Kapler,0,False,train
5aba10615542994dbf0198a4-clean,5aba10615542994dbf0198a4,1,2,"Cholmondeley Castle ( ) is a country house in the civil parish of Cholmondeley, Cheshire, England.",0,"According to the 2011 Census, what was the population of the civil parish in which Cholmondeley Castle is located?",157,hotpotqa,Cholmondeley Castle,0,False,train
5aba10615542994dbf0198a4-clean,5aba10615542994dbf0198a4,2,2,"It includes the small settlements of Croxton Green ([ SJ552527] ) and Dowse Green ([ SJ561517] ), with a total population of a little over a hundred, increasing to 157 at the 2011 Census.",0,"According to the 2011 Census, what was the population of the civil parish in which Cholmondeley Castle is located?",157,hotpotqa,"Cholmondeley, Cheshire",1,False,train
5aba10615542994dbf0198a4-error,5aba10615542994dbf0198a4,1,2,"Cholmondeley Castle ( ) is a country house in the civil parish of Cholmondeley, Cheshire, England.",0,"According to the 2011 Census, what was the population of the civil parish in which Cholmondeley Castle is located?",157,hotpotqa,Cholmondeley Castle,0,False,train
5aba10615542994dbf0198a4-error,5aba10615542994dbf0198a4,2,2,"It includes the small settlements of Croxton Green ([ SJ552527] ) and Dowse Green ([ SJ561517] ), with a total population of a little over a hundred, increasing to 157 at the 2014 Census.",1,"According to the 2011 Census, what was the population of the civil parish in which Cholmondeley Castle is located?",157,hotpotqa,"Cholmondeley, Cheshire",1,True,train
5a78cea8554299029c4b5ea3-clean,5a78cea8554299029c4b5ea3,1,2,The Textile Workers Union of America (TWUA) was an industrial union of textile workers established through the Congress of Industrial Organizations in 1939 and merged with the Amalgamated Clothing Workers of America to become the Amalgamated Clothing and Textile Workers Union (ACTWU) in 1976.,0,"The Textile Workers Union of America (TWUA) was an industrial union of textile workers established through the Congress of Industrial Organizations in 1939 and merged with which organization, a United States labor union known for its support for ""social unionism"" and progressive political causes, to become the Amalgamated Clothing and Textile Workers Union (ACTWU) in 1976?",Amalgamated Clothing Workers of America,hotpotqa,Textile Workers Union of America,0,False,train
5a78cea8554299029c4b5ea3-clean,5a78cea8554299029c4b5ea3,2,2,"The Amalgamated Clothing Workers of America (ACWA) was a United States labor union known for its support for ""social unionism"" and progressive political causes.",0,"The Textile Workers Union of America (TWUA) was an industrial union of textile workers established through the Congress of Industrial Organizations in 1939 and merged with which organization, a United States labor union known for its support for ""social unionism"" and progressive political causes, to become the Amalgamated Clothing and Textile Workers Union (ACTWU) in 1976?",Amalgamated Clothing Workers of America,hotpotqa,Amalgamated Clothing Workers of America,0,False,train
5a78cea8554299029c4b5ea3-error,5a78cea8554299029c4b5ea3,1,2,The Textile Workers Union of America (TWUA) was an industrial union of textile workers established through the Congress of Industrial Organizations in 1941 and merged with the Amalgamated Clothing Workers of America to become the Amalgamated Clothing and Textile Workers Union (ACTWU) in 1976.,1,"The Textile Workers Union of America (TWUA) was an industrial union of textile workers established through the Congress of Industrial Organizations in 1939 and merged with which organization, a United States labor union known for its support for ""social unionism"" and progressive political causes, to become the Amalgamated Clothing and Textile Workers Union (ACTWU) in 1976?",Amalgamated Clothing Workers of America,hotpotqa,Textile Workers Union of America,0,True,train
5a78cea8554299029c4b5ea3-error,5a78cea8554299029c4b5ea3,2,2,"The Amalgamated Clothing Workers of America (ACWA) was a United States labor union known for its support for ""social unionism"" and progressive political causes.",0,"The Textile Workers Union of America (TWUA) was an industrial union of textile workers established through the Congress of Industrial Organizations in 1939 and merged with which organization, a United States labor union known for its support for ""social unionism"" and progressive political causes, to become the Amalgamated Clothing and Textile Workers Union (ACTWU) in 1976?",Amalgamated Clothing Workers of America,hotpotqa,Amalgamated Clothing Workers of America,0,False,train
5a76d7bc55429966f1a36c01-clean,5a76d7bc55429966f1a36c01,1,4,"Don Mullan (born 1956, Derry, Northern Ireland) is an Irish best-selling author/humanitarian and media producer.",0,What author wrote a book about the death of fourteen peaceful protestors caused by 1 Para? ,Don Mullan,hotpotqa,Don Mullan,0,False,validation
5a76d7bc55429966f1a36c01-clean,5a76d7bc55429966f1a36c01,2,4,"His book ""Eyewitness Bloody Sunday"" is officially recognised as a primary catalyst for a new Bloody Sunday Inquiry which became the longest-running and most expensive in British Legal History.",0,What author wrote a book about the death of fourteen peaceful protestors caused by 1 Para? ,Don Mullan,hotpotqa,Don Mullan,1,False,validation
5a76d7bc55429966f1a36c01-clean,5a76d7bc55429966f1a36c01,3,4,"Fourteen people died: thirteen were killed outright, while the death of another man four months later was attributed to his injuries.",0,What author wrote a book about the death of fourteen peaceful protestors caused by 1 Para? ,Don Mullan,hotpotqa,Bloody Sunday (1972),1,False,validation
5a76d7bc55429966f1a36c01-clean,5a76d7bc55429966f1a36c01,4,4,"The soldiers involved were members of the 1st Battalion, Parachute Regiment, also known as ""1 Para"".",0,What author wrote a book about the death of fourteen peaceful protestors caused by 1 Para? ,Don Mullan,hotpotqa,Bloody Sunday (1972),5,False,validation
5a76d7bc55429966f1a36c01-error,5a76d7bc55429966f1a36c01,1,4,"Tom Reilly (born 1956, Derry, Northern Ireland) is an Irish best-selling author/humanitarian and media producer.",1,What author wrote a book about the death of fourteen peaceful protestors caused by 1 Para? ,Don Mullan,hotpotqa,Don Mullan,0,True,validation
5a76d7bc55429966f1a36c01-error,5a76d7bc55429966f1a36c01,2,4,"His book ""Eyewitness Bloody Sunday"" is officially recognised as a primary catalyst for a new Bloody Sunday Inquiry which became the longest-running and most expensive in British Legal History.",0,What author wrote a book about the death of fourteen peaceful protestors caused by 1 Para? ,Don Mullan,hotpotqa,Don Mullan,1,False,validation
5a76d7bc55429966f1a36c01-error,5a76d7bc55429966f1a36c01,3,4,"Fourteen people died: thirteen were killed outright, while the death of another man four months later was attributed to his injuries.",0,What author wrote a book about the death of fourteen peaceful protestors caused by 1 Para? ,Don Mullan,hotpotqa,Bloody Sunday (1972),1,False,validation
5a76d7bc55429966f1a36c01-error,5a76d7bc55429966f1a36c01,4,4,"The soldiers involved were members of the 1st Battalion, Parachute Regiment, also known as ""1 Para"".",0,What author wrote a book about the death of fourteen peaceful protestors caused by 1 Para? ,Don Mullan,hotpotqa,Bloody Sunday (1972),5,False,validation
5abced2755429959677d6b4d-clean,5abced2755429959677d6b4d,1,2,"1543-1558), was an English court jester.",0,Jane Foole served as the Court Jester for Mary I of England from what date to what date?,July 1553 until her death,hotpotqa,Jane Foole,1,False,train
5abced2755429959677d6b4d-clean,5abced2755429959677d6b4d,2,2,Mary I (18 February 1516 – 17 November 1558) was the Queen of England and Ireland from July 1553 until her death.,0,Jane Foole served as the Court Jester for Mary I of England from what date to what date?,July 1553 until her death,hotpotqa,Mary I of England,0,False,train
5abced2755429959677d6b4d-error,5abced2755429959677d6b4d,1,2,"1543-1558), was an English court jester.",0,Jane Foole served as the Court Jester for Mary I of England from what date to what date?,July 1553 until her death,hotpotqa,Jane Foole,1,False,train
5abced2755429959677d6b4d-error,5abced2755429959677d6b4d,2,2,Mary I (18 February 1516 – 20 November 1558) was the Queen of England and Ireland from July 1553 until her death.,1,Jane Foole served as the Court Jester for Mary I of England from what date to what date?,July 1553 until her death,hotpotqa,Mary I of England,0,True,train
5a7f025c55429934daa2fc8d-clean,5a7f025c55429934daa2fc8d,1,3,"Nicky's Family (Czech: ""Nickyho rodina"" ) is a 2011 Czech docudrama directed by Matej Mináč.",0,Nicky's Family is based on a man who the British dubbed as what?,British Schindler,hotpotqa,Nicky's Family,0,False,train
5a7f025c55429934daa2fc8d-clean,5a7f025c55429934daa2fc8d,2,3,It is based on the work of Nicholas Winton prior to the outbreak of World War II.,0,Nicky's Family is based on a man who the British dubbed as what?,British Schindler,hotpotqa,Nicky's Family,1,False,train
5a7f025c55429934daa2fc8d-clean,5a7f025c55429934daa2fc8d,3,3,"The British press dubbed him the ""British Schindler"".",0,Nicky's Family is based on a man who the British dubbed as what?,British Schindler,hotpotqa,Nicholas Winton,1,False,train
5a7f025c55429934daa2fc8d-error,5a7f025c55429934daa2fc8d,1,3,"Nicky's Family (Czech: ""Nickyho rodina"" ) is a 2012 Czech docudrama directed by Matej Mináč.",1,Nicky's Family is based on a man who the British dubbed as what?,British Schindler,hotpotqa,Nicky's Family,0,True,train
5a7f025c55429934daa2fc8d-error,5a7f025c55429934daa2fc8d,2,3,It is based on the work of Nicholas Winton prior to the outbreak of World War II.,0,Nicky's Family is based on a man who the British dubbed as what?,British Schindler,hotpotqa,Nicky's Family,1,False,train
5a7f025c55429934daa2fc8d-error,5a7f025c55429934daa2fc8d,3,3,"The British press dubbed him the ""British Schindler"".",0,Nicky's Family is based on a man who the British dubbed as what?,British Schindler,hotpotqa,Nicholas Winton,1,False,train
5a843610554299123d8c21e1-clean,5a843610554299123d8c21e1,1,3,"Sergey Simonovich Dreyden (Dontsov) (Russian: Серге́й Си́монович Дре́йден (Донцо́в) ; born September 14, 1941) is a Russian actor and star of Alexander Sokurov's Russian Ark.",0,Sergey Simonovich is the star of what 2002 historical drama film that was filmed in the Winter Palace of the Russian State Hermitage Museum?,Russian Ark,hotpotqa,Sergey Dreyden,0,False,test
5a843610554299123d8c21e1-clean,5a843610554299123d8c21e1,2,3,"Russian Ark (Russian: Русский ковчег , ""Russkij Kovcheg"") is a 2002 historical drama film directed by Alexander Sokurov.",0,Sergey Simonovich is the star of what 2002 historical drama film that was filmed in the Winter Palace of the Russian State Hermitage Museum?,Russian Ark,hotpotqa,Russian Ark,0,False,test
5a843610554299123d8c21e1-clean,5a843610554299123d8c21e1,3,3,It was filmed entirely in the Winter Palace of the Russian State Hermitage Museum using a single 96-minute Steadicam sequence shot.,0,Sergey Simonovich is the star of what 2002 historical drama film that was filmed in the Winter Palace of the Russian State Hermitage Museum?,Russian Ark,hotpotqa,Russian Ark,1,False,test
5a843610554299123d8c21e1-error,5a843610554299123d8c21e1,1,3,"Sergey Simonovich Dreyden (Dontsov) (Russian: Серге́й Си́монович Дре́йден (Донцо́в) ; born September 14, 1941) is a Russian actor and star of Alexander Sokurov's Russian Ark.",0,Sergey Simonovich is the star of what 2002 historical drama film that was filmed in the Winter Palace of the Russian State Hermitage Museum?,Russian Ark,hotpotqa,Sergey Dreyden,0,False,test
5a843610554299123d8c21e1-error,5a843610554299123d8c21e1,2,3,"Russian Ark (Russian: Русский ковчег , ""Russkij Kovcheg"") is a 2003 historical drama film directed by Alexander Sokurov.",1,Sergey Simonovich is the star of what 2002 historical drama film that was filmed in the Winter Palace of the Russian State Hermitage Museum?,Russian Ark,hotpotqa,Russian Ark,0,True,test
5a843610554299123d8c21e1-error,5a843610554299123d8c21e1,3,3,It was filmed entirely in the Winter Palace of the Russian State Hermitage Museum using a single 96-minute Steadicam sequence shot.,0,Sergey Simonovich is the star of what 2002 historical drama film that was filmed in the Winter Palace of the Russian State Hermitage Museum?,Russian Ark,hotpotqa,Russian Ark,1,False,test
5ab7a8335542993667793fe7-clean,5ab7a8335542993667793fe7,1,2,"The Sun and the Moon is the eponymous debut studio album by English post-punk band The Sun and the Moon, featuring Mark Burgess and John Lever (both previously of The Chameleons), released in 1988 by record label Geffen.",0,In which record label did the debut studio album of a drummer who replaced Brian Schofield was released?,Geffen,hotpotqa,The Sun and the Moon (The Sun and the Moon album),0,False,train
5ab7a8335542993667793fe7-clean,5ab7a8335542993667793fe7,2,2,"The band originally consisted of singer and bassist Mark Burgess, guitarist Reg Smithies, guitarist Dave Fielding and drummer John Lever (replacing original drummer Brian Schofield).",0,In which record label did the debut studio album of a drummer who replaced Brian Schofield was released?,Geffen,hotpotqa,The Chameleons,1,False,train
5ab7a8335542993667793fe7-error,5ab7a8335542993667793fe7,1,2,"The Sun and the Moon is the eponymous debut studio album by English post-punk band The Sun and the Moon, featuring Mark Burgess and John Lever (both previously of The Chameleons), released in 1989 by record label Geffen.",1,In which record label did the debut studio album of a drummer who replaced Brian Schofield was released?,Geffen,hotpotqa,The Sun and the Moon (The Sun and the Moon album),0,True,train
5ab7a8335542993667793fe7-error,5ab7a8335542993667793fe7,2,2,"The band originally consisted of singer and bassist Mark Burgess, guitarist Reg Smithies, guitarist Dave Fielding and drummer John Lever (replacing original drummer Brian Schofield).",0,In which record label did the debut studio album of a drummer who replaced Brian Schofield was released?,Geffen,hotpotqa,The Chameleons,1,False,train
